"","id","fullDate","year","month","day","time","descrip","district","nhood","address","street"
"1121",418247,"26jul2015",2015,7,26,2142,"HOMICIDE",5,78,1402,"GRANVILLE PL"
"1122",418248,"26jul2015",2015,7,26,2142,"HOMICIDE",5,78,1402,"GRANVILLE PL"
"1123",419490,"02aug2015",2015,8,2,430,"HOMICIDE",5,50,2531,"SEMPLE AVE"
"1124",419492,"02aug2015",2015,8,2,515,"HOMICIDE",6,73,5920,"ERA AVE"
"1125",419626,"03aug2015",2015,8,3,105,"HOMICIDE",1,5,4100,"BINGHAM AVE"
"1126",419749,"03aug2015",2015,8,3,2125,"HOMICIDE",3,16,4102,"NEBRASKA AVE"
"1127",419876,"04aug2015",2015,8,4,1945,"HOMICIDE",6,55,4748,"GREER AVE"
"1128",419909,"04aug2015",2015,8,4,2313,"HOMICIDE",5,50,2545,"SEMPLE AVE"
"1129",420401,"08aug2015",2015,8,8,500,"HOMICIDE",6,71,4600,"ROSALIE ST"
"1130",420902,"12aug2015",2015,8,12,250,"HOMICIDE",6,56,4528,"LABADIE AVE"
"1131",421008,"12aug2015",2015,8,12,2100,"HOMICIDE",5,57,4422,"MAFFITT AVE"
"1132",421030,"12aug2015",2015,8,12,2300,"HOMICIDE",4,63,2718,"BLAIR AVE"
"1133",421036,"13aug2015",2015,8,13,17,"HOMICIDE",6,76,6039,"SHULTE AVE"
"1134",421037,"13aug2015",2015,8,13,17,"HOMICIDE",6,76,6039,"SHULTE AVE"
"1135",421424,"15aug2015",2015,8,15,2043,"HOMICIDE",4,60,2834,"N 21ST ST"
"1136",421699,"17aug2015",2015,8,17,2112,"HOMICIDE",5,53,785,"AUBERT AVE"
"1137",421831,"18aug2015",2015,8,18,1937,"HOMICIDE",5,56,2503,"N TAYLOR AVE"
"1138",432302,"19aug2015",2015,8,19,1143,"HOMICIDE",5,53,1241,"WALTON"
"1139",421955,"19aug2015",2015,8,19,1815,"HOMICIDE",4,65,4234,"N 20TH ST"
"1140",422110,"21aug2015",2015,8,21,325,"HOMICIDE",1,17,311,"EICHELBERGER ST"
"1141",422247,"22aug2015",2015,8,22,400,"HOMICIDE",6,66,2048,"E OBEAR AVE"
"1142",422526,"24aug2015",2015,8,24,203,"HOMICIDE",1,2,7600,"S BROADWAY"
"1143",423763,"25aug2015",2015,8,25,721,"HOMICIDE",5,53,1246,"EUCLID"
"1144",422823,"26aug2015",2015,8,26,1713,"HOMICIDE",6,70,4739,"GOODFELLOW BLVD"
"1145",422886,"27aug2015",2015,8,27,104,"HOMICIDE",3,18,3617,"MARINE AVE"
"1146",423355,"30aug2015",2015,8,30,1925,"HOMICIDE",3,30,3310,"TEXAS AVE"
"1147",424057,"01sep2015",2015,9,1,2133,"HOMICIDE",6,74,8455,"NEWBY ST"
"1148",424957,"07sep2015",2015,9,7,2103,"HOMICIDE",5,78,1481,"SHAWMUT PL"
"1149",425039,"08sep2015",2015,9,8,1245,"HOMICIDE",5,48,6015,"SUBURBAN AVE"
"1150",425245,"09sep2015",2015,9,9,1937,"HOMICIDE",6,74,8901,"RIVERVIEW BLVD"
"1151",425587,"12sep2015",2015,9,12,156,"HOMICIDE",5,55,49,"COTE BRILLIANTE AVE"
"1152",425596,"12sep2015",2015,9,12,602,"HOMICIDE",6,74,8959,"NEWBY ST"
"1153",425723,"13sep2015",2015,9,13,925,"HOMICIDE",6,76,6033,"EMMA AVE"
"1154",425844,"14sep2015",2015,9,14,1052,"HOMICIDE",6,71,5051,"ARLINGTON AVE"
"1155",425868,"14sep2015",2015,9,14,1607,"HOMICIDE",6,56,4451,"LABADIE AVE"
"1156",426080,"16sep2015",2015,9,16,930,"HOMICIDE",1,1,133,"E KRAUSS ST"
"1157",426400,"18sep2015",2015,9,18,1418,"HOMICIDE",1,16,4131,"S GRAND BLVD"
"1158",427025,"23sep2015",2015,9,23,1145,"HOMICIDE",3,16,3416,"DUNNICA AVE"
"1159",427105,"23sep2015",2015,9,23,2249,"HOMICIDE",6,74,854,"CANAAN AVE"
"1160",427242,"25sep2015",2015,9,25,848,"HOMICIDE",5,55,2709,"MARCUS AVE"
"1161",427453,"26sep2015",2015,9,26,1845,"HOMICIDE",1,80,3601,"LOUGHBOROUGH AVE"
"1162",427715,"28sep2015",2015,9,28,2305,"HOMICIDE",6,69,4145,"SHREVE AVE"
"1163",428488,"01oct2015",2015,10,1,2220,"HOMICIDE",6,69,4410,"SEXAUER AVE"
"1164",428696,"03oct2015",2015,10,3,1900,"HOMICIDE",6,74,8029,"FREDERICK ST"
"1165",429054,"06oct2015",2015,10,6,1820,"HOMICIDE",6,66,1966,"E WARNE AVE"
"1166",429139,"07oct2015",2015,10,7,855,"HOMICIDE",3,24,2019,"S JEFFERSON AVE"
"1167",429619,"10oct2015",2015,10,10,1457,"HOMICIDE",1,16,4718,"S GRAND BLVD"
"1168",429658,"10oct2015",2015,10,10,2010,"HOMICIDE",6,68,4115,"W PENROSE ST"
"1169",429736,"11oct2015",2015,10,11,1540,"HOMICIDE",4,59,3846,"SAINT LOUIS AVE"
"1170",430942,"21oct2015",2015,10,21,200,"HOMICIDE",5,78,1305,"GOODFELLOW BLVD"
"1171",431049,"21oct2015",2015,10,21,2100,"HOMICIDE",4,59,1804,"N LEFFINGWELL AVE"
"1172",431169,"22oct2015",2015,10,22,2032,"HOMICIDE",5,50,1911,"GOODFELLOW BLVD"
"1173",431170,"22oct2015",2015,10,22,2032,"HOMICIDE",5,50,1911,"GOODFELLOW BLVD"
"1174",431569,"25oct2015",2015,10,25,2240,"HOMICIDE",6,73,5971,"GOODFELLOW BLVD"
"1175",431799,"27oct2015",2015,10,27,1910,"HOMICIDE",5,52,2612,"UNION BLVD"
"1176",431949,"28oct2015",2015,10,28,2237,"HOMICIDE",1,5,4470,"TAFT AVE"
"1177",431950,"28oct2015",2015,10,28,2237,"HOMICIDE",1,5,4470,"TAFT AVE"
"1178",432091,"30oct2015",2015,10,30,1457,"HOMICIDE",4,77,3618,"COOK AVE"
"1179",432738,"01nov2015",2015,11,1,1900,"HOMICIDE",5,48,956,"HAMILTON AVE"
"1180",433042,"03nov2015",2015,11,3,2344,"HOMICIDE",3,24,2653,"CALIFORNIA AVE"
"1181",433043,"03nov2015",2015,11,3,2344,"HOMICIDE",3,24,2653,"CALIFORNIA AVE"
"1182",433602,"08nov2015",2015,11,8,2015,"HOMICIDE",4,59,3620,"N GRAND BLVD"
"1183",433606,"08nov2015",2015,11,8,2210,"HOMICIDE",6,72,5252,"THRUSH AVE"
"1184",434289,"14nov2015",2015,11,14,1400,"HOMICIDE",5,56,4613,"N MARKET ST"
"1185",434695,"17nov2015",2015,11,17,2317,"HOMICIDE",4,59,3714,"HEBERT ST"
"1186",434699,"18nov2015",2015,11,18,135,"HOMICIDE",3,33,1476,"HICKORY LN"
"1187",435242,"22nov2015",2015,11,22,2230,"HOMICIDE",4,67,3212,"BARRETT ST"
"1188",435505,"25nov2015",2015,11,25,826,"HOMICIDE",6,71,4902,"EMERSON AVE"
"1189",435891,"29nov2015",2015,11,29,49,"HOMICIDE",6,73,5979,"RIVERVIEW BLVD"
"1190",436051,"30nov2015",2015,11,30,2355,"HOMICIDE",4,67,4038,"N GRAND BLVD"
"1191",436493,"02dec2015",2015,12,2,1209,"HOMICIDE",4,63,3101,"N 20TH ST"
"1192",436495,"02dec2015",2015,12,2,1250,"HOMICIDE",6,56,2931,"N NEWSTEAD AVE"
"1193",436581,"03dec2015",2015,12,3,208,"HOMICIDE",5,52,5120,"LABADIE AVE"
"1194",436808,"04dec2015",2015,12,4,1700,"HOMICIDE",3,18,3509,"ILLINOIS AVE"
"1195",437289,"08dec2015",2015,12,8,2150,"HOMICIDE",4,59,3745,"ST LOUIS AVE"
"1196",437590,"11dec2015",2015,12,11,1435,"HOMICIDE",6,73,5939,"GOODFELLOW BLVD"
"1197",437821,"13dec2015",2015,12,13,1004,"HOMICIDE",4,59,3715,"LINCOLN AVE"
"1198",477204,"15dec2015",2015,12,15,12,"HOMICIDE",5,57,4400,"KENNERLY"
"1199",438543,"19dec2015",2015,12,19,1840,"HOMICIDE",6,72,5059,"ALCOTT AVE"
"1200",440630,"08jan2016",2016,1,8,1912,"HOMICIDE",4,59,2937,"HEBERT ST"
"1201",440865,"10jan2016",2016,1,10,2231,"HOMICIDE",4,61,1400,"OFALLON ST"
"1202",440866,"10jan2016",2016,1,10,2231,"HOMICIDE",4,61,1400,"OFALLON ST"
"1203",441031,"12jan2016",2016,1,12,1045,"HOMICIDE",4,65,1523,"DESTREHAN ST"
"1204",441163,"13jan2016",2016,1,13,1513,"HOMICIDE",4,62,1310,"N 8TH ST"
"1205",441687,"17jan2016",2016,1,17,1530,"HOMICIDE",5,50,5319,"PATTON AVE"
"1206",441770,"18jan2016",2016,1,18,1040,"HOMICIDE",5,56,4040,"ST FERDINAND AVE"
"1207",441834,"18jan2016",2016,1,18,2125,"HOMICIDE",6,71,5068,"W FLORISSANT AVE"
"1208",441840,"18jan2016",2016,1,18,2225,"HOMICIDE",4,60,2330,"HEBERT ST"
"1209",442247,"23jan2016",2016,1,23,103,"HOMICIDE",6,72,5590,"W FLORISSANT AVE"
"1210",442406,"24jan2016",2016,1,24,1710,"HOMICIDE",5,51,710,"CLARENDON AVE"
"1211",442974,"30jan2016",2016,1,30,30,"HOMICIDE",6,56,3927,"GREER AVE"
"1212",442976,"30jan2016",2016,1,30,30,"HOMICIDE",6,56,3927,"GREER AVE"
"1213",443010,"30jan2016",2016,1,30,1300,"HOMICIDE",6,73,9075,"GOODFELLOW BLVD"
"1214",443162,"31jan2016",2016,1,31,2333,"HOMICIDE",6,74,7934,"CHURCH RD"
"1215",444936,"12feb2016",2016,2,12,120,"HOMICIDE",6,55,3012,"WALTON PL"
"1216",445223,"14feb2016",2016,2,14,2340,"HOMICIDE",4,59,3745,"ST LOUIS AVE"
"1217",445941,"21feb2016",2016,2,21,1300,"HOMICIDE",1,5,4095,"BOWEN ST"
"1218",446126,"23feb2016",2016,2,23,40,"HOMICIDE",6,69,4719,"BESSIE CT"
"1219",447313,"03mar2016",2016,3,3,139,"HOMICIDE",3,21,816,"GEYER AVE"
"1220",447850,"07mar2016",2016,3,7,1455,"HOMICIDE",6,56,4225,"W LABADIE AVE"
"1221",447991,"08mar2016",2016,3,8,1843,"HOMICIDE",6,71,4541,"N KINGSHIGHWAY BLVD"
"1222",448224,"10mar2016",2016,3,10,1745,"HOMICIDE",2,9,7000,"NOTTINGHAM AVE"
"1223",448295,"11mar2016",2016,3,11,1100,"HOMICIDE",5,50,2529,"SEMPLE AVE"
"1224",448739,"14mar2016",2016,3,14,2000,"HOMICIDE",6,56,3964,"NATURAL BRIDGE AVE"
"1225",450955,"19mar2016",2016,3,19,1411,"HOMICIDE",5,38,410,"S EUCLID AVE"
"1226",449381,"19mar2016",2016,3,19,1445,"HOMICIDE",6,56,3904,"LEXINGTON AVE"
"1227",463479,"22mar2016",2016,3,22,1219,"HOMICIDE",6,56,4443,"LABADIE"
"1228",449782,"23mar2016",2016,3,23,300,"HOMICIDE",6,69,4820,"ANDERSON AVE"
"1229",449787,"23mar2016",2016,3,23,719,"HOMICIDE",5,58,4129,"ENRIGHT AVE"
"1230",449788,"23mar2016",2016,3,23,719,"HOMICIDE",5,58,4129,"ENRIGHT AVE"
"1231",449845,"23mar2016",2016,3,23,1757,"HOMICIDE",5,58,4262,"W EVANS AVE"
"1232",449948,"24mar2016",2016,3,24,1525,"HOMICIDE",5,38,4236,"WEST PINE BLVD"
"1233",450178,"26mar2016",2016,3,26,1330,"HOMICIDE",5,50,5864,"TERRY AVE"
"1234",450535,"29mar2016",2016,3,29,1335,"HOMICIDE",6,74,341,"CHRISTIAN AVE"
"1235",450649,"30mar2016",2016,3,30,1400,"HOMICIDE",6,76,5705,"MIMIKA AVE"
"1236",450704,"30mar2016",2016,3,30,2307,"HOMICIDE",2,15,3617,"WINNEBAGO ST"
"1237",451470,"03apr2016",2016,4,3,2335,"HOMICIDE",4,35,20,"S 4TH ST"
"1238",451483,"04apr2016",2016,4,4,352,"HOMICIDE",5,48,5903,"CATES AVE"
"1239",451735,"05apr2016",2016,4,5,2214,"HOMICIDE",6,74,517,"ANTELOPE ST"
"1240",452397,"11apr2016",2016,4,11,1700,"HOMICIDE",6,76,4847,"RIVERVIEW BLVD"
"1241",452431,"11apr2016",2016,4,11,2100,"HOMICIDE",4,65,3715,"N 23RD ST"
"1242",452765,"14apr2016",2016,4,14,1235,"HOMICIDE",1,17,4746,"S COMPTON AVE"
"1243",452887,"15apr2016",2016,4,15,910,"HOMICIDE",4,63,2711,"HADLEY ST"
"1244",452888,"15apr2016",2016,4,15,910,"HOMICIDE",4,63,2711,"HADLEY ST"
"1245",453285,"18apr2016",2016,4,18,1150,"HOMICIDE",3,19,3707,"CALIFORNIA AVE"
"1246",453386,"19apr2016",2016,4,19,545,"HOMICIDE",5,54,4747,"MCMILLAN AVE"
"1247",477216,"19apr2016",2016,4,19,1138,"HOMICIDE",4,59,2764,"BACON"
"1248",453570,"20apr2016",2016,4,20,1411,"HOMICIDE",5,51,5212,"VERNON AVE"
"1249",453774,"22apr2016",2016,4,22,1105,"HOMICIDE",4,65,1423,"NEWHOUSE AVE"
"1250",453862,"23apr2016",2016,4,23,50,"HOMICIDE",3,30,2917,"S JEFFERSON AVE"
"1251",453984,"23apr2016",2016,4,23,2200,"HOMICIDE",6,72,5227,"GENEVIEVE AVE"
"1252",454104,"24apr2016",2016,4,24,2304,"HOMICIDE",1,17,4209,"IOWA AVE"
"1253",454316,"26apr2016",2016,4,26,1549,"HOMICIDE",5,51,5051,"MINERVA AVE"
"1254",454453,"27apr2016",2016,4,27,2154,"HOMICIDE",2,15,4274,"HUMPHREY ST"
"1255",454460,"27apr2016",2016,4,27,2239,"HOMICIDE",6,72,4977,"PLOVER AVE"
"1256",454669,"29apr2016",2016,4,29,2110,"HOMICIDE",6,72,5467,"GILMORE AVE"
"1257",454681,"29apr2016",2016,4,29,2304,"HOMICIDE",6,72,5010,"WREN AVE"
"1258",455121,"30apr2016",2016,4,30,2240,"HOMICIDE",3,18,3854,"S 1ST ST"
"1259",455163,"01may2016",2016,5,1,925,"HOMICIDE",6,73,6041,"W FLORISSANT AVE"
"1260",455506,"04may2016",2016,5,4,43,"HOMICIDE",5,50,3690,"HAMILTON AVE"
"1261",457066,"15may2016",2016,5,15,2138,"HOMICIDE",1,17,3009,"DAKOTA ST"
"1262",457584,"20may2016",2016,5,20,323,"HOMICIDE",6,68,4126,"W FLORISSANT AVE"
"1263",457866,"22may2016",2016,5,22,443,"HOMICIDE",6,56,4422,"ELMBANK AVE"
"1264",457867,"22may2016",2016,5,22,443,"HOMICIDE",6,56,4422,"ELMBANK AVE"
"1265",457868,"22may2016",2016,5,22,443,"HOMICIDE",6,56,4422,"ELMBANK AVE"
"1266",457966,"22may2016",2016,5,22,2229,"HOMICIDE",4,35,1110,"WASHINGTON AVE"
"1267",458170,"24may2016",2016,5,24,1307,"HOMICIDE",6,75,10900,"RIVERVIEW DR"
"1268",458225,"24may2016",2016,5,24,2014,"HOMICIDE",6,55,4938,"NATURAL BRIDGE AVE"
"1269",458536,"27may2016",2016,5,27,209,"HOMICIDE",5,50,5894,"WABADA AVE"
"1270",458627,"27may2016",2016,5,27,2139,"HOMICIDE",4,65,4017,"GLASGOW AVE"
"1271",458721,"28may2016",2016,5,28,1349,"HOMICIDE",6,56,4446,"LABADIE AVE"
"1272",458745,"28may2016",2016,5,28,1700,"HOMICIDE",6,69,4511,"MARGARETTA AVE"
"1273",459462,"30may2016",2016,5,30,2232,"HOMICIDE",4,35,900,"SPRUCE ST"
"1274",459851,"03jun2016",2016,6,3,1830,"HOMICIDE",6,71,4947,"W FLORISSANT AVE"
"1275",460508,"08jun2016",2016,6,8,1521,"HOMICIDE",3,19,3707,"CALIFORNIA AVE"
"1276",460581,"09jun2016",2016,6,9,118,"HOMICIDE",5,38,4545,"OLIVE ST"
"1277",460667,"09jun2016",2016,6,9,1900,"HOMICIDE",5,78,1368,"BURD AVE"
"1278",460670,"09jun2016",2016,6,9,1900,"HOMICIDE",5,78,1368,"BURD AVE"
"1279",460692,"09jun2016",2016,6,9,2120,"HOMICIDE",1,16,3517,"BINGHAM AVE"
"1280",461082,"12jun2016",2016,6,12,2155,"HOMICIDE",1,16,4670,"S SPRING AVE"
"1281",461200,"13jun2016",2016,6,13,2048,"HOMICIDE",5,56,4602,"COTTAGE AVE"
"1282",461285,"14jun2016",2016,6,14,1445,"HOMICIDE",6,76,5577,"ERA AVE"
"1283",461404,"15jun2016",2016,6,15,352,"HOMICIDE",6,71,5014,"W FLORISSANT AVE"
"1284",463198,"28jun2016",2016,6,28,1455,"HOMICIDE",4,77,1501,"N VANDEVENTER AVE"
"1285",463354,"29jun2016",2016,6,29,2355,"HOMICIDE",4,63,1455,"CLINTON ST"
"1286",463357,"30jun2016",2016,6,30,30,"HOMICIDE",3,30,2922,"TEXAS AVE"
"1287",463358,"30jun2016",2016,6,30,30,"HOMICIDE",3,30,2922,"TEXAS AVE"
"1288",463394,"30jun2016",2016,6,30,1502,"HOMICIDE",5,50,5343,"COTE BRILLIANTE AVE"
"1289",463725,"30jun2016",2016,6,30,1502,"HOMICIDE",5,50,5343,"COTE BRILLIANTE AVE"
"1290",463807,"01jul2016",2016,7,1,1023,"HOMICIDE",4,64,101,"PENROSE ST"
"1291",464056,"02jul2016",2016,7,2,2330,"HOMICIDE",5,58,4185,"ENRIGHT AVE"
"1292",464260,"04jul2016",2016,7,4,1149,"HOMICIDE",5,58,4263,"W PAGE BLVD"
"1293",464261,"04jul2016",2016,7,4,1149,"HOMICIDE",5,58,4263,"W PAGE BLVD"
"1294",464335,"04jul2016",2016,7,4,2145,"HOMICIDE",6,76,5538,"ERA AVE"
"1295",464336,"04jul2016",2016,7,4,2145,"HOMICIDE",6,76,5538,"ERA AVE"
"1296",464347,"04jul2016",2016,7,4,2232,"HOMICIDE",3,33,1450,"LASALLE LN"
"1297",464788,"08jul2016",2016,7,8,100,"HOMICIDE",2,29,3845,"FOLSOM AVE"
"1298",464796,"08jul2016",2016,7,8,205,"HOMICIDE",1,2,8209,"S BROADWAY"
"1299",464932,"09jul2016",2016,7,9,220,"HOMICIDE",4,60,2572,"NATURAL BRIDGE AVE"
"1300",465598,"13jul2016",2016,7,13,2230,"HOMICIDE",3,19,3009,"MIAMI ST"
"1301",465600,"13jul2016",2016,7,13,2230,"HOMICIDE",3,19,3009,"MIAMI ST"
"1302",465623,"14jul2016",2016,7,14,145,"HOMICIDE",1,1,112,"BELLERIVE BLVD"
"1303",465907,"16jul2016",2016,7,16,152,"HOMICIDE",5,50,5343,"THEODOSIA AVE"
"1304",465918,"16jul2016",2016,7,16,221,"HOMICIDE",4,59,3101,"N GRAND BLVD"
"1305",466017,"16jul2016",2016,7,16,2052,"HOMICIDE",4,59,0,"N SPRING AVE / SULLIVAN AVE"
"1306",467619,"29jul2016",2016,7,29,200,"HOMICIDE",4,59,3744,"ALDINE AVE"
"1307",468422,"31jul2016",2016,7,31,2240,"HOMICIDE",6,55,4830,"LABADIE AVE"
"1308",468628,"02aug2016",2016,8,2,936,"HOMICIDE",5,56,3916,"SAINT FERDINAND AVE"
"1309",468629,"02aug2016",2016,8,2,936,"HOMICIDE",5,56,3916,"SAINT FERDINAND AVE"
"1310",468751,"03aug2016",2016,8,3,355,"HOMICIDE",5,52,5203,"MAFFITT AVE"
"1311",468969,"04aug2016",2016,8,4,1855,"HOMICIDE",5,50,5347,"TERRY AVE"
"1312",469321,"07aug2016",2016,8,7,330,"HOMICIDE",2,39,4244,"CHOUTEAU AVE"
"1313",469322,"07aug2016",2016,8,7,330,"HOMICIDE",2,39,4244,"CHOUTEAU AVE"
"1314",469500,"08aug2016",2016,8,8,1310,"HOMICIDE",5,38,3958,"WASHINGTON AVE"
"1315",469985,"11aug2016",2016,8,11,2345,"HOMICIDE",5,46,5804,"DEGIVERVILLE AVE"
"1316",469994,"12aug2016",2016,8,12,57,"HOMICIDE",3,18,0,"GASCONADE ST / I 55 SOUTHBOUND"
"1317",470076,"12aug2016",2016,8,12,1730,"HOMICIDE",2,9,6746,"PLAINVIEW AVE"
"1318",470116,"12aug2016",2016,8,12,2125,"HOMICIDE",5,50,5750,"NATURAL BRIDGE AVE"
"1319",470144,"12aug2016",2016,8,12,2310,"HOMICIDE",5,78,5634,"MINERVA AVE"
"1320",470340,"14aug2016",2016,8,14,10,"HOMICIDE",5,51,5064,"DR MARTIN LUTHER KING DR"
"1321",470345,"14aug2016",2016,8,14,102,"HOMICIDE",4,60,2901,"N FLORISSANT AVE"
"1322",470538,"15aug2016",2016,8,15,1557,"HOMICIDE",6,76,5666,"HILLER PL"
"1323",470722,"16aug2016",2016,8,16,2030,"HOMICIDE",6,74,8847,"N BROADWAY"
"1324",470763,"17aug2016",2016,8,17,203,"HOMICIDE",1,17,2800,"MOUNT PLEASANT ST"
"1325",471236,"20aug2016",2016,8,20,1510,"HOMICIDE",6,68,5349,"ALGERNON ST"
"1326",471566,"22aug2016",2016,8,22,2155,"HOMICIDE",2,39,4447,"GIBSON AVE"
"1327",471589,"23aug2016",2016,8,23,110,"HOMICIDE",4,60,1610,"HOGAN ST"
"1328",471835,"24aug2016",2016,8,24,1800,"HOMICIDE",1,16,3772,"KEOKUK ST"
"1329",471914,"25aug2016",2016,8,25,450,"HOMICIDE",3,16,3475,"MONTANA ST"
"1330",472367,"28aug2016",2016,8,28,602,"HOMICIDE",3,16,3469,"MONTANA ST"
"1331",472368,"28aug2016",2016,8,28,602,"HOMICIDE",3,16,3469,"MONTANA ST"
"1332",472470,"28aug2016",2016,8,28,2111,"HOMICIDE",5,51,5285,"PAGE BLVD"
"1333",472632,"30aug2016",2016,8,30,455,"HOMICIDE",6,72,5520,"PARTRIDGE AVE"
"1334",472798,"31aug2016",2016,8,31,1317,"HOMICIDE",5,55,2145,"N KINGSHIGHWAY BLVD"
"1335",477374,"02sep2016",2016,9,2,1930,"HOMICIDE",6,74,916,"HARLAN AVE"
"1336",473438,"03sep2016",2016,9,3,156,"HOMICIDE",5,51,5019,"MAPLE AVE"
"1337",473439,"03sep2016",2016,9,3,156,"HOMICIDE",5,51,5019,"MAPLE AVE"
"1338",473906,"06sep2016",2016,9,6,48,"HOMICIDE",4,59,2805,"GAMBLE ST"
"1339",474373,"09sep2016",2016,9,9,1731,"HOMICIDE",1,1,418,"MOTT ST"
"1340",474449,"10sep2016",2016,9,10,329,"HOMICIDE",4,59,2930,"NATURAL BRIDGE AVE"
"1341",474450,"10sep2016",2016,9,10,329,"HOMICIDE",4,59,2930,"NATURAL BRIDGE AVE"
"1342",474823,"12sep2016",2016,9,12,2200,"HOMICIDE",5,38,455,"N SARAH ST"
"1343",475001,"14sep2016",2016,9,14,247,"HOMICIDE",5,38,4960,"LACLEDE AVE"
"1344",475204,"15sep2016",2016,9,15,1945,"HOMICIDE",4,59,2733,"DODIER ST"
"1345",475270,"16sep2016",2016,9,16,918,"HOMICIDE",6,56,4125,"E LEXINGTON AVE"
"1346",475450,"17sep2016",2016,9,17,1630,"HOMICIDE",4,59,2431,"BACON ST"
"1347",475661,"19sep2016",2016,9,19,647,"HOMICIDE",6,69,4425,"ANDERSON AVE"
"1348",476449,"24sep2016",2016,9,24,2200,"HOMICIDE",3,16,4000,"CALIFORNIA AVE"
"1349",477188,"30sep2016",2016,9,30,2123,"HOMICIDE",5,48,1225,"UNION BLVD"
"1350",477868,"02oct2016",2016,10,2,2308,"HOMICIDE",4,59,2600,"NATURAL BRIDGE AVE"
"1351",478432,"06oct2016",2016,10,6,2120,"HOMICIDE",6,68,4500,"ADELAIDE AVE"
"1352",478943,"10oct2016",2016,10,10,2200,"HOMICIDE",1,17,4516,"PENNSYLVANIA AVE"
"1353",478947,"10oct2016",2016,10,10,2200,"HOMICIDE",1,17,4516,"PENNSYLVANIA AVE"
"1354",479617,"15oct2016",2016,10,15,2225,"HOMICIDE",5,48,6062,"CATES AVE"
"1355",479634,"16oct2016",2016,10,16,35,"HOMICIDE",6,56,4100,"LEXINGTON AVE"
"1356",480060,"19oct2016",2016,10,19,655,"HOMICIDE",5,50,3630,"HAMILTON AVE"
"1357",480284,"20oct2016",2016,10,20,2315,"HOMICIDE",5,51,5194,"KENSINGTON AVE"
"1358",480788,"24oct2016",2016,10,24,1957,"HOMICIDE",6,68,4337,"LEE AVE"
"1359",485729,"24oct2016",2016,10,24,2218,"HOMICIDE",6,68,4111,"LEE"
"1360",481032,"26oct2016",2016,10,26,1605,"HOMICIDE",5,56,4520,"SAINT LOUIS AVE"
"1361",481234,"27oct2016",2016,10,27,2301,"HOMICIDE",6,69,4841,"MARGARETTA AVE"
"1362",481235,"27oct2016",2016,10,27,2301,"HOMICIDE",6,69,4841,"MARGARETTA AVE"
"1363",481456,"29oct2016",2016,10,29,1645,"HOMICIDE",4,59,3616,"SULLIVAN AVE"
"1364",482164,"01nov2016",2016,11,1,1550,"HOMICIDE",1,5,4187,"TAFT AVE"
"1365",482166,"01nov2016",2016,11,1,1550,"HOMICIDE",1,5,4187,"TAFT AVE"
"1366",482206,"01nov2016",2016,11,1,2049,"HOMICIDE",5,50,5520,"NATURAL BRIDGE AVE"
"1367",482288,"02nov2016",2016,11,2,955,"HOMICIDE",3,18,2000,"WINNEBAGO ST"
"1368",482358,"02nov2016",2016,11,2,2140,"HOMICIDE",6,69,4452,"SAN FRANCISCO AVE"
"1369",483199,"09nov2016",2016,11,9,1436,"HOMICIDE",1,1,0,"HOLLY HILLS AVE / I 55 SOUTHBO"
"1370",483481,"11nov2016",2016,11,11,1908,"HOMICIDE",6,71,5012,"EMERSON AVE"
"1371",484283,"17nov2016",2016,11,17,1950,"HOMICIDE",2,27,4201,"SHAW BLVD"
"1372",484357,"18nov2016",2016,11,18,1400,"HOMICIDE",4,62,1504,"PRESERVATION PL"
"1373",484457,"19nov2016",2016,11,19,530,"HOMICIDE",1,2,538,"POEPPING ST"
"1374",485840,"20nov2016",2016,11,20,1926,"HOMICIDE",2,9,3547,"HAMPTON AVE"
"1375",484637,"20nov2016",2016,11,20,2213,"HOMICIDE",6,71,5201,"N EUCLID AVE"
"1376",484737,"21nov2016",2016,11,21,2058,"HOMICIDE",1,1,614,"FASSEN ST"
"1377",484834,"22nov2016",2016,11,22,1908,"HOMICIDE",5,56,4001,"GARFIELD AVE"
"1378",485486,"29nov2016",2016,11,29,1352,"HOMICIDE",6,74,1155,"HOWELL ST"
"1379",486283,"03dec2016",2016,12,3,1257,"HOMICIDE",5,46,5869,"DE GIVERVILLE AVE"
"1380",486297,"03dec2016",2016,12,3,1555,"HOMICIDE",1,17,4318,"OREGON AVE"
"1381",486510,"05dec2016",2016,12,5,1212,"HOMICIDE",3,22,0,"ARSENAL ST / I 55 SOUTHBOUND"
"1382",486560,"05dec2016",2016,12,5,1825,"HOMICIDE",6,72,5400,"RIVERVIEW BLVD"
"1383",486887,"08dec2016",2016,12,8,1759,"HOMICIDE",3,31,1407,"OHIO AVE"
"1384",486893,"08dec2016",2016,12,8,1805,"HOMICIDE",5,48,5526,"ETZEL AVE"
"1385",486930,"09dec2016",2016,12,9,15,"HOMICIDE",6,74,9102,"HALLS FERRY RD"
"1386",487070,"10dec2016",2016,12,10,346,"HOMICIDE",5,58,4356,"EVANS AVE"
"1387",488092,"19dec2016",2016,12,19,1730,"HOMICIDE",6,74,8960,"RIVERVIEW BLVD"
"1388",488475,"22dec2016",2016,12,22,2151,"HOMICIDE",4,65,2004,"DESTREHAN ST"
"1389",488505,"23dec2016",2016,12,23,618,"HOMICIDE",4,59,3034,"DR MARTIN LUTHER KING DR"
